timestamp,lat,lon,current_speed,free_flow_speed,hour,day_of_week,month,day_of_month,is_weekend,is_peak_hour,congestion_level,distance_from_center,quadrant
2024-01-01 12:00:00,28.57141483998724,77.23574307983726,77.48325003612364,86.5871273702426,12,0,1,1,0,0,0.1051412330055852,0.050201405762108436,SE
2024-01-01 13:00:00,28.56763534621673,77.27553533451645,50.19989928954675,77.27390671937205,13,0,1,1,0,0,0.35036416015754546,0.08103930483969625,SE
2024-01-01 14:00:00,28.549994465630878,77.28553466486434,24.218231477803077,70.25825983226657,14,0,1,1,0,0,0.655297020796967,0.09970693179965,SE
2024-01-01 15:00:00,28.54461016130325,77.18789189688106,72.42331273850418,84.99273134090413,15,0,1,1,0,0,0.14788815942370725,0.07243365077021774,SW
2024-01-01 16:00:00,28.638217029312024,77.19949832714812,47.91549396136354,79.42779398942457,16,0,1,1,0,0,0.3967414735483745,0.026107464479454744,NW
2024-01-01 17:00:00,28.42009327070264,77.34009865647639,46.66865967121836,89.85962791962584,17,0,1,1,0,1,0.4806493110236253,0.23398270459769654,SE
2024-01-01 18:00:00,28.521995234509504,77.10661478059794,43.48493407802679,82.0644423055074,18,0,1,1,0,1,0.4701123549205124,0.13758349854496552,SW
2024-01-01 19:00:00,28.43784566517641,77.33568082191915,51.9810623584553,70.40920499713917,19,0,1,1,0,1,0.2617291679324122,0.21689435089989906,SE
2024-01-01 20:00:00,28.450277343706023,77.3749340838969,56.70650569422678,82.51579651809979,20,0,1,1,0,0,0.31277999986598637,0.23303753742991837,SE
2024-01-01 21:00:00,28.420284762260614,77.35517777607461,25.31907299664455,87.01179121769758,21,0,1,1,0,0,0.7090156099269587,0.24260008759890775,SE
2024-01-01 22:00:00,28.61523902958957,77.36383800585274,41.51353643925482,70.4820408028963,22,0,1,1,0,0,0.41100547080712624,0.15484379566742235,NE
2024-01-01 23:00:00,28.64507616098949,77.27798098312006,31.182181111282667,80.50844647999656,23,0,1,1,0,0,0.6126843520818612,0.0756989368898402,NE
2024-01-02 00:00:00,28.676253453528613,77.10473834963993,40.56880527981526,66.93628027312552,0,1,1,2,0,0,0.39391903592074307,0.12148434015440342,NW
2024-01-02 01:00:00,28.554614657846518,77.26617014671558,25.55460065750824,60.800829166600735,1,1,1,2,0,0,0.5796998000226952,0.0823600477764326,SE
2024-01-02 02:00:00,28.53450775015392,77.09053380453537,76.52155071838851,78.55961305196776,2,1,1,2,0,0,0.025942876427243244,0.14260914698394137,SW
2024-01-02 03:00:00,28.592841781553908,77.13783228866812,69.97617372911188,87.29147408780194,3,1,1,2,0,0,0.19836187370685832,0.07421786644967221,SW
2024-01-02 04:00:00,28.62338704955936,77.00651224254548,35.01776605275281,83.0929348599017,4,1,1,2,0,0,0.578571076929774,0.2027098814273795,NW
2024-01-02 05:00:00,28.69253548976076,77.03080540950216,59.89409378882304,62.68198868439735,5,1,1,2,0,0,0.044476809911238036,0.194773849201085,NW
2024-01-02 06:00:00,28.559945695821902,77.23470401429874,25.52658001826137,82.32211529405846,6,1,1,2,0,0,0.6899183174888154,0.05976423086104763,SE
2024-01-02 07:00:00,28.44957138576597,77.18975975679878,63.34436964727453,73.18406658706829,7,1,1,2,0,1,0.13445135531089003,0.1654511420768045,SW
2024-01-02 08:00:00,28.521320903026822,77.13340763883838,20.86056970414208,69.46005060185593,8,1,1,2,0,1,0.6996752878325041,0.11952026716151035,SW
2024-01-02 09:00:00,28.654205955620203,77.16000916277632,45.45697230961776,82.94129845890697,9,1,1,2,0,1,0.4519380193675254,0.063440304147562,NW
2024-01-02 10:00:00,28.464547640122,77.00740332156698,79.80443330714911,86.93991164452525,10,1,1,2,0,0,0.08207367827277379,0.25089310105372503,SW
2024-01-02 11:00:00,28.680879567718137,77.28345377358485,66.0862381201789,88.83905439574481,11,1,1,2,0,0,0.2561127696633353,0.1001480249067966,NE
2024-01-02 12:00:00,28.619646271164637,77.09305603082575,29.364234566673098,85.30169987002672,12,1,1,2,0,0,0.6557602649019296,0.11608627662294004,NW
2024-01-02 13:00:00,28.63667212296198,77.3791233296573,56.91371216253397,88.95542081228476,13,1,1,2,0,0,0.36019961860858085,0.1716406620759839,NE
2024-01-02 14:00:00,28.551274407484783,77.34749688348087,55.03470106267676,77.33933787807834,14,1,1,2,0,0,0.2883996350028719,0.15199786699751905,SE
2024-01-02 15:00:00,28.507439620970537,77.38088031578374,54.73358700723156,67.51563768914683,15,1,1,2,0,0,0.18931985417609387,0.2021797597609979,SE
2024-01-02 16:00:00,28.475354940615823,77.32215252094424,33.75030494144145,62.750837085098105,16,1,1,2,0,0,0.46215370966809977,0.17888048098046402,SE
2024-01-02 17:00:00,28.4113870728932,77.18607725040916,36.44018211338842,61.53496848551002,17,1,1,2,0,1,0.40781342689776157,0.2038061286962926,SW
2024-01-02 18:00:00,28.440292830424944,77.12213360451784,78.05564906758946,87.09700307153264,18,1,1,2,0,1,0.10380786577142653,0.19412681420124775,SW
2024-01-02 19:00:00,28.68746058817624,77.26096287347028,61.93852580743536,69.61634561317922,19,1,1,2,0,1,0.11028760182853314,0.09006275785318742,NE
2024-01-02 20:00:00,28.55916600397204,77.0527344352349,27.74179946420496,60.15242460856009,20,1,1,2,0,0,0.5388082916900889,0.16557396248367834,SW
2024-01-02 21:00:00,28.68307828067296,77.1663967572946,34.14633708596476,80.47720144540477,21,1,1,2,0,0,0.5757017332526229,0.08124451246626732,NW
2024-01-02 22:00:00,28.421652333505385,77.08158302824936,45.91700030478775,68.07053255387973,22,1,1,2,0,0,0.32544966842380496,0.2306387867699849,SW
2024-01-02 23:00:00,28.45269650844834,77.22242911508972,49.60176646392035,86.60488277995323,23,1,1,2,0,0,0.42726362681017493,0.16176188308912326,SE
2024-01-03 00:00:00,28.420512257105443,77.33889123747976,68.3719051493617,75.16034612366718,0,2,1,3,0,0,0.09031944801233271,0.23296041010410637,SE
2024-01-03 01:00:00,28.545981113802007,77.36392563213847,57.69320396106,64.48736598907678,1,2,1,3,0,0,0.10535648221649507,0.16915947090210795,SE
2024-01-03 02:00:00,28.653213558898788,77.17421275234427,55.07459623257383,74.06173676581983,2,2,1,3,0,0,0.2563690964105062,0.05249484272525599,NW
2024-01-03 03:00:00,28.42506883045705,77.18077999154214,23.561778118529936,72.71974389308275,3,2,1,3,0,0,0.675992009086666,0.1909282050099476,SW
2024-01-03 04:00:00,28.40953909342877,77.35253203069199,21.93068571068243,70.3794817748818,4,2,1,3,0,0,0.6883937596921974,0.24972950159959276,SE
2024-01-03 05:00:00,28.63649445472173,77.0787002673567,30.150350994779096,60.17208471419945,5,2,1,3,0,0,0.49893125461773813,0.13224420482989047,NW
2024-01-03 06:00:00,28.491740198377745,77.17354126618086,50.456549682722354,81.3260841866252,6,2,1,3,0,0,0.37957728830351845,0.1272019612130479,SW
2024-01-03 07:00:00,28.46511023793456,77.33662021830224,47.693793768245655,78.36434945720488,7,2,1,3,0,1,0.3913840400820089,0.19602375727192362,SE
2024-01-03 08:00:00,28.56957742087383,77.3344006281626,63.98432891247513,82.79508630609861,8,2,1,3,0,1,0.22719654309047932,0.13300303967943358,SE
2024-01-03 09:00:00,28.490600424564,77.31023908457362,30.80074175527018,81.63940641002563,9,2,1,3,0,1,0.6227221251392179,0.15953726068853846,SE
2024-01-03 10:00:00,28.422207870509236,77.25121723606894,48.43823782798045,85.32843408811465,10,2,1,3,0,0,0.43233180890252165,0.1962859330925278,SE
2024-01-03 11:00:00,28.650094497261247,77.35076476859601,20.111932715555117,66.95693746302001,11,2,1,3,0,0,0.6996288438869709,0.14631230723036634,NE
2024-01-03 12:00:00,28.49589383151618,77.357934852038,33.882597824854265,89.72318344412525,12,2,1,3,0,0,0.6223651845127127,0.19001854107378988,SE
2024-01-03 13:00:00,28.417158738691224,77.08607777979432,67.06189354873129,85.76716962006432,13,2,1,3,0,0,0.21809366164459654,0.23198490494353746,SW
2024-01-03 14:00:00,28.693468113541087,77.2069197948689,28.67935330679254,80.15244705929769,14,2,1,3,0,0,0.6421899223416694,0.0795953010288587,NW
2024-01-03 15:00:00,28.60452575148875,77.04796291438888,60.007019961350856,71.00519517103157,15,2,1,3,0,0,0.15489254248494355,0.16130970050581658,SW
2024-01-03 16:00:00,28.478177795233563,77.36799720486395,29.86019328516233,85.71347017802856,16,2,1,3,0,0,0.6516277637208933,0.20904695171470952,SE
2024-01-03 17:00:00,28.4311010938718,77.34738235579601,50.778787985645394,83.25354202196456,17,2,1,3,0,1,0.3900705393141284,0.22927083651725313,SE
2024-01-03 18:00:00,28.57881489977257,77.07651829507573,34.45964056487279,67.417477562925,18,2,1,3,0,1,0.48886191221394437,0.13704877379098004,SW
2024-01-03 19:00:00,28.40561098381572,77.36191059505514,75.9617855001469,67.50376907752842,19,2,1,3,0,1,0.0,0.2583911073220797,SE
2024-01-03 20:00:00,28.68014663199192,77.08758637045177,46.642381306018216,64.31379405845856,20,2,1,3,0,0,0.2747686248517349,0.13831082998213645,NW
2024-01-03 21:00:00,28.42816280818021,77.10436228221832,73.56025265759348,85.16177476761287,21,2,1,3,0,0,0.1362292195257474,0.21318385587952243,SW
2024-01-03 22:00:00,28.624650720138856,77.36518418334609,50.07304017648235,88.35485104063359,22,2,1,3,0,0,0.43327344693893244,0.1565537515072295,NE
2024-01-03 23:00:00,28.481174836306774,77.22663747388712,39.761793691982064,62.9021806328707,23,2,1,3,0,0,0.3678789305564424,0.1338919324026384,SE
2024-01-04 00:00:00,28.51157697129975,77.00254310055396,55.79631404096523,89.22133724443306,0,3,1,4,0,0,0.3746303769455481,0.23042233730969788,SW
2024-01-04 01:00:00,28.697628260329964,77.0806299960749,73.144919062966,76.1491866027807,1,3,1,4,0,0,0.039452391730537495,0.15326212671632833,NW
2024-01-04 02:00:00,28.43215315691831,77.13949919261681,28.241700734410838,65.0149246492898,2,3,1,4,0,0,0.5656120362092991,0.19458231470787934,SW
2024-01-04 03:00:00,28.67249867383792,77.19162080622145,22.18556979472347,89.96660431183405,3,3,1,4,0,0,0.753402165565504,0.061121526093148734,NW
2024-01-04 04:00:00,28.40748789687327,77.26172043299398,52.49674350846219,61.79656698265911,4,3,1,4,0,0,0.150490940326937,0.21303849504789665,SE
2024-01-04 05:00:00,28.6828938678968,77.32277809988594,75.69654085035155,61.51443207610043,5,3,1,4,0,0,0.0,0.13306242828467682,NE
2024-01-04 06:00:00,28.57043820023154,77.23062741236438,26.86055893982006,70.32299264510439,6,3,1,4,0,0,0.6180401611265902,0.04854557657184502,SE
2024-01-04 07:00:00,28.41253783611664,77.38876152142396,49.79570787189428,75.77223280976719,7,3,1,4,0,1,0.34282380199999185,0.2699276303538493,SE
2024-01-04 08:00:00,28.5479605982508,77.08902602833837,53.23439657156008,80.51072875796054,8,3,1,4,0,1,0.33879127176206925,0.13690054265527835,SW
2024-01-04 09:00:00,28.60007697401329,77.10797809685373,29.41953075569766,73.00629391717764,9,3,1,4,0,1,0.5970274728768893,0.10196323338696502,SW
2024-01-04 10:00:00,28.417778674283724,77.25810934693332,45.56777932800576,63.40593022702156,10,3,1,4,0,0,0.2813325320699065,0.20217641394813396,SE
2024-01-04 11:00:00,28.534382114400376,77.13025284925176,37.54949924384715,64.92259078990091,11,3,1,4,0,0,0.4216266050539653,0.11191160744624039,SW
2024-01-04 12:00:00,28.613711738902943,77.00629249680476,52.568823100797495,60.01611298881923,12,3,1,4,0,0,0.12408817427761665,0.20270759061734653,SW
2024-01-04 13:00:00,28.639683973619093,77.04451457685823,35.63153634155297,77.44281068810922,13,3,1,4,0,0,0.5398987197784657,0.16649404710594615,NW
2024-01-04 14:00:00,28.626345575499045,77.01015320462206,52.25148008002063,87.48826970159689,14,3,1,4,0,0,0.40276016135375803,0.1992358912986845,NW
2024-01-04 15:00:00,28.412107068079692,77.15073043771183,78.27023750462567,67.8270509985076,15,3,1,4,0,0,0.0,0.210037447285597,SW
2024-01-04 16:00:00,28.596580374575247,77.10542238976387,57.46835631077051,89.85901604342992,16,3,1,4,0,0,0.36046087703658614,0.1050156691502815,SW
2024-01-04 17:00:00,28.634832204056423,77.03559923348726,59.564773271329486,80.97574857253574,17,3,1,4,0,1,0.2644121935103436,0.1746596203873872,NW
2024-01-04 18:00:00,28.46293023853672,77.19579171361124,25.174855564467137,72.46617661992224,18,3,1,4,0,1,0.6525985399159844,0.15154645395259878,SW
2024-01-04 19:00:00,28.55414799776322,77.30437955993405,53.13379885811906,79.97200012238355,19,3,1,4,0,1,0.3355949735306506,0.11255026532406047,SE
2024-01-04 20:00:00,28.40280757279436,77.21165260699459,66.144808935725,70.81838981637068,20,3,1,4,0,0,0.06599388792606131,0.21110909300036582,SE
2024-01-04 21:00:00,28.627836050325303,77.18178703395658,66.85261005698996,62.889839105897856,21,3,1,4,0,0,0.0,0.030573828997195986,NW
2024-01-04 22:00:00,28.448974899961065,77.0560726387004,40.09991158091261,74.66469210729932,22,3,1,4,0,0,0.4629334100342136,0.22491568744067722,SW
2024-01-04 23:00:00,28.61446338597926,77.18338009302256,36.18174651756458,61.29649320704319,23,3,1,4,0,0,0.4097256690468034,0.025626100704053408,NW
2024-01-05 00:00:00,28.602743783000992,77.04589248862713,60.57829353948126,64.20504359103835,0,4,1,5,0,0,0.05648699617210917,0.163488597290393,SW
2024-01-05 01:00:00,28.45201322046813,77.21420613786299,39.01004830103567,89.8217019709949,1,4,1,5,0,0,0.5656946211770432,0.16197047032915735,SE
2024-01-05 02:00:00,28.43167783955644,77.14095711443396,58.04908587101734,82.83958104070321,2,4,1,5,0,0,0.29925906020100546,0.19451156786390092,SW
2024-01-05 03:00:00,28.518266386094464,77.00099162336855,76.90434834323584,88.50802898285586,3,4,1,5,0,0,0.13110314140955137,0.22893945238312768,SW
2024-01-05 04:00:00,28.429152235583494,77.16465069558089,43.96527584185645,77.6359983135932,4,4,1,5,0,0,0.43369987123410736,0.18999630854139338,SW
2024-01-05 05:00:00,28.564280480472643,77.39163984049478,66.28083965101774,60.51168948869373,5,4,1,5,0,0,0.0,0.1892601597116566,SE
2024-01-05 06:00:00,28.419326748595267,77.0395271081754,73.66468634940699,88.98513361670533,6,4,1,5,0,0,0.17216861563966013,0.2580306400906707,SW
2024-01-05 07:00:00,28.68635462206707,77.06136025322988,35.738565102569055,63.913196142536094,7,4,1,5,0,1,0.4408265075201896,0.16446022949402855,NW
2024-01-05 08:00:00,28.48153780086437,77.30574882834111,39.24170312234145,83.24032547938961,8,4,1,5,0,1,0.5285734060223283,0.16395147924125977,SE
2024-01-05 09:00:00,28.41344699191661,77.17473919646248,29.883768548633764,62.50624952564768,9,4,1,5,0,1,0.521907508842427,0.203359807013864,SW
2024-01-05 10:00:00,28.65241328269252,77.14106114475489,29.637559195845785,85.58628003305296,10,4,1,5,0,0,0.6537113286802521,0.0780958449328193,NW
2024-01-05 11:00:00,28.526476444400977,77.04782553469597,79.90651563683966,76.86593784405075,11,4,1,5,0,0,0.0,0.18335780959537906,SW
2024-01-05 12:00:00,28.50163982220199,77.15606966205604,58.269884802073406,73.20036219726181,12,4,1,5,0,0,0.2039672611858594,0.12411272373976377,SW
2024-01-05 13:00:00,28.636076255550638,77.23330290163227,45.39863967969615,68.21421987068486,13,4,1,5,0,0,0.3344695612475036,0.032900111519489364,NE
2024-01-05 14:00:00,28.478989443557275,77.04374215697403,57.351688065642,82.90282902139072,14,4,1,5,0,0,0.30820589909128393,0.21333310320079718,SW
2024-01-05 15:00:00,28.41814890976755,77.08917418661237,21.9835641620138,66.54898936652089,15,4,1,5,0,0,0.6696634408534958,0.2295140842763293,SW
2024-01-05 16:00:00,28.58876372494393,77.08114922178268,32.63509092097081,82.10269307608345,16,4,1,5,0,0,0.6025088861491021,0.13029832621514875,SW
2024-01-05 17:00:00,28.510956301211653,77.26963274483862,60.50006744982413,64.26181116142281,17,4,1,5,0,1,0.0585377791819367,0.11947273691889106,SE
2024-01-05 18:00:00,28.42224091540167,77.3207517594648,57.03355612395402,85.01843922105901,18,4,1,5,0,1,0.3291625129031204,0.2218595511862128,SE
2024-01-05 19:00:00,28.57702226674831,77.00634540710087,48.8465040192382,70.86242915674737,19,4,1,5,0,1,0.310685442194058,0.20598264789272389,SW
2024-01-05 20:00:00,28.615172039044943,77.06714136230269,36.76190283162633,81.52390421421914,20,4,1,5,0,0,0.5490659680008991,0.14186434073673623,NW
2024-01-05 21:00:00,28.521441196122613,77.08310569685177,41.07024782734479,83.3418657838278,21,4,1,5,0,0,0.5072074828049467,0.15619861068401195,SW
2024-01-05 22:00:00,28.402763132815068,77.09015599765091,79.01234369639924,79.32871703874417,22,4,1,5,0,0,0.003988131336983725,0.242286346249679,SW
2024-01-05 23:00:00,28.53226915527696,77.14689479100846,22.116350789248223,83.60421866484688,23,4,1,5,0,0,0.7354636985735327,0.10257022859524076,SW
2024-01-06 00:00:00,28.43384475026451,77.11586392356837,77.15043364067967,81.01430379054567,0,5,1,6,1,0,0.04769367838864169,0.20271709767651463,SW
2024-01-06 01:00:00,28.606477401767386,77.25636227533661,68.84247796407612,88.2803246064031,1,5,1,6,1,0,0.2201832257526285,0.04794038057403894,SE
2024-01-06 02:00:00,28.56288310475952,77.08806922317723,64.42109346344589,80.35066610417442,2,5,1,6,1,0,0.19825066067375086,0.13125157668743556,SW
2024-01-06 03:00:00,28.600249366638835,77.1830723070133,72.52951191260954,73.9132615585636,3,5,1,6,1,0,0.01872126350232406,0.02930162205021221,SW
2024-01-06 04:00:00,28.58877111420485,77.26501986433014,77.69547101316763,66.08836835806348,4,5,1,6,1,0,0.0,0.061397769510568974,SE
2024-01-06 05:00:00,28.444314911796823,77.09812682426278,37.529505788002666,84.07885576721792,5,5,1,6,1,0,0.5536391944734897,0.2026128407553116,SW
2024-01-06 06:00:00,28.69734357314651,77.3108651145578,73.2141482530917,86.55664208179645,6,5,1,6,1,0,0.1541475444033057,0.13167889528443813,NE
2024-01-06 07:00:00,28.598714415838952,77.36014287891946,29.67368935494161,69.60328442808299,7,5,1,6,1,0,0.5736740069270481,0.15190382422564058,SE
2024-01-06 08:00:00,28.533179767851223,77.23080533870719,51.86520744998445,89.34485750623497,8,5,1,6,1,0,0.41949420596070663,0.08361356752517812,SE
2024-01-06 09:00:00,28.4025292926148,77.196943974052,43.308686180726525,74.63482824600607,9,5,1,6,1,0,0.4197255195928704,0.21171425011599615,SW
2024-01-06 10:00:00,28.425447468034253,77.28441732556408,31.5889824880168,74.59540641467883,10,5,1,6,1,0,0.576529118798383,0.20298307761864995,SE
2024-01-06 11:00:00,28.531341184689246,77.00707850593912,78.23842823861243,77.09812520412969,11,5,1,6,1,0,0.0,0.2181473074536897,SW
2024-01-06 12:00:00,28.4975621134176,77.00281295506277,64.30014623081826,77.72603238552486,12,5,1,6,1,0,0.17273345548005803,0.23674374617803512,SW
2024-01-06 13:00:00,28.419492007953338,77.0450647412369,40.68942701654958,73.773576876539,13,5,1,6,1,0,0.44845527708865407,0.25430146762718725,SW
2024-01-06 14:00:00,28.67199289994593,77.27900032844082,23.939738285619697,65.10431224542407,14,5,1,6,1,0,0.6322864421733857,0.09096609811325,NE
2024-01-06 15:00:00,28.659747478729724,77.22795121952244,41.527983771892266,75.02298577193298,15,5,1,6,1,0,0.4464631959845512,0.04960987832337336,NE
2024-01-06 16:00:00,28.42477743502535,77.34945630132678,72.58081385560301,71.35995652540379,16,5,1,6,1,0,0.0,0.23557444081434104,SE
2024-01-06 17:00:00,28.426154543208053,77.32326339290866,37.30070819117297,84.21807824545652,17,5,1,6,1,0,0.5570938096870512,0.21978280074886358,SE
2024-01-06 18:00:00,28.610321485406832,77.02630457588008,51.27960682845648,74.12404263203271,18,5,1,6,1,0,0.30819198457618946,0.1827304675226704,SW
2024-01-06 19:00:00,28.48311196110099,77.29955880376698,75.06882214797251,66.52860891709526,19,5,1,6,1,0,0.0,0.15907987949063648,SE
2024-01-06 20:00:00,28.64828813557005,77.24510847393191,73.77053799863972,65.30588477659761,20,5,1,6,1,0,0.0,0.04986347117555049,NE
2024-01-06 21:00:00,28.56562851051464,77.20991166961082,57.13188544779332,66.73892988061361,21,5,1,6,1,0,0.14394963254589066,0.04828009774860358,SE
2024-01-06 22:00:00,28.43929341725317,77.17312904583825,33.627520321110204,81.2045358006844,22,5,1,6,1,0,0.5858911083039922,0.1782531460900475,SW
2024-01-06 23:00:00,28.493972820604544,77.0779589027493,79.83865203303273,85.06959255680394,23,5,1,6,1,0,0.06149013256738389,0.17763529358327976,SW
2024-01-07 00:00:00,28.57684859171943,77.34474884762706,23.323577526552757,87.27846129440057,0,6,1,7,1,0,0.732768231925176,0.1407144501735601,SE
2024-01-07 01:00:00,28.58469870384079,77.08141659184689,22.43882269156141,65.66809753398739,1,6,1,7,1,0,0.6582994858356008,0.13088254938433222,SW
2024-01-07 02:00:00,28.613203653340097,77.05922167229006,33.69299378673307,77.30542836947777,2,6,1,7,1,0,0.5641574660747115,0.14977994642226491,SW
2024-01-07 03:00:00,28.607386154842963,77.37263850996001,67.78202682233098,83.85767221731064,3,6,1,7,1,0,0.19170154584449794,0.1637681047110879,SE
2024-01-07 04:00:00,28.697927283090625,77.18529781462739,54.75451859118674,82.1276475827944,4,6,1,7,1,0,0.33329980581767304,0.08730623056248357,NW
2024-01-07 05:00:00,28.49128063663071,77.29527571328421,63.46845579233352,62.13682929523737,5,6,1,7,1,0,0.0,0.149930006922529,SE
2024-01-07 06:00:00,28.48197032579933,77.38623212267511,54.419242674315534,73.1593000305086,6,6,1,7,1,0,0.256154136909158,0.22094493486527192,SE
2024-01-07 07:00:00,28.53234600400879,77.01431549311265,73.25976444576631,69.10882035174502,7,6,1,7,1,0,0.0,0.21107607984825588,SW
2024-01-07 08:00:00,28.4738180354804,77.31833912097149,59.99905683552304,71.7193666817151,8,6,1,7,1,0,0.1634190371229276,0.17770199818372298,SE
2024-01-07 09:00:00,28.485684897137965,77.29206872665526,50.849398887852885,67.4409310072347,9,6,1,7,1,0,0.24601576329961938,0.15277279191678125,SE
2024-01-07 10:00:00,28.44819116815264,77.3506235937481,64.86528714375542,85.76256752621578,10,6,1,7,1,0,0.24366435130422726,0.21798316278635382,SE
2024-01-07 11:00:00,28.475501595409277,77.3573698290066,66.74287279067067,63.44539632944461,11,6,1,7,1,0,0.0,0.20289831086705645,SE
2024-01-07 12:00:00,28.57588520523296,77.09014191541672,74.12844653269327,60.48628620988256,12,6,1,7,1,0,0.0,0.12478929798659176,SW
2024-01-07 13:00:00,28.572117708948205,77.29859865666766,37.11427299148353,71.14976447421651,13,6,1,7,1,0,0.47836407800150726,0.09886191947451953,SE
2024-01-07 14:00:00,28.56934132938348,77.06045911246129,23.29453897958869,79.95266946964557,14,6,1,7,1,0,0.7086458884473823,0.15508020633820682,SW
2024-01-07 15:00:00,28.45196439783162,77.33673306175672,71.48362949114573,74.65041819839632,15,6,1,7,1,0,0.0424215802627429,0.20624954379435773,SE
2024-01-07 16:00:00,28.58156178307233,77.02661208307585,20.07875814907982,61.95687871030047,16,6,1,7,1,0,0.6759236655067054,0.18523259031281192,SW
2024-01-07 17:00:00,28.5164306160594,77.21255624266276,40.46356988213415,68.18485358039695,17,6,1,7,1,0,0.4065607278246415,0.09753423843777587,SE
2024-01-07 18:00:00,28.477707110767543,77.2116705134193,31.93275723930718,75.00791844575382,18,6,1,7,1,0,0.574274851229192,0.13621906885383997,SE
2024-01-07 19:00:00,28.408891810348827,77.26374037619793,76.9482094223783,69.43850728998488,19,6,1,7,1,0,0.0,0.21219063742385608,SE
2024-01-07 20:00:00,28.441714916640716,77.26683857992072,75.50520386230635,74.91993138363708,20,6,1,7,1,0,0.0,0.1816397650810209,SE
2024-01-07 21:00:00,28.52071219911577,77.32851746312345,59.62652332129744,72.76105303405194,21,6,1,7,1,0,0.18051593764878004,0.1515532587082927,SE
2024-01-07 22:00:00,28.61612549769456,77.24224700510514,62.65527381988986,78.65495765667153,22,6,1,7,1,0,0.20341608861605653,0.03332140735997833,NE
2024-01-07 23:00:00,28.45953289284325,77.16043658148563,23.839840907548485,86.70076136637246,23,6,1,7,1,0,0.7250330846945141,0.16182586131316135,SW
2024-01-08 00:00:00,28.661354721977467,77.10580186038213,46.17036054919443,73.06498676463093,0,0,1,8,0,0,0.36809185091723806,0.11358612000833888,NW
2024-01-08 01:00:00,28.679494248371164,77.35885935309503,60.1031812671601,66.15949979614045,1,0,1,8,0,0,0.09154117772416492,0.16358615812298122,NE
2024-01-08 02:00:00,28.631645570033648,77.38758625047528,77.09091517178305,86.18006802774437,2,0,1,8,0,0,0.10546699560547113,0.17946574635466644,NE
2024-01-08 03:00:00,28.5056883103488,77.22775266006903,52.91019086587512,86.56724131985048,3,0,1,8,0,0,0.3887966156807351,0.10982455115698242,SE
2024-01-08 04:00:00,28.48866917400947,77.23302470842394,46.89721752618761,77.44463166016718,4,0,1,8,0,0,0.3944419836357915,0.12751449483539476,SE
2024-01-08 05:00:00,28.536915656853424,77.33362912991373,50.76856915228859,72.03980483612733,5,0,1,8,0,0,0.2952705900887088,0.14648893853381195,SE
2024-01-08 06:00:00,28.607822988128447,77.27004915500487,29.536688282496087,88.03724935540735,6,0,1,8,0,0,0.6644978290580599,0.06135087122523372,SE
2024-01-08 07:00:00,28.63628900002997,77.01825966674612,73.20631158362744,68.79608005754127,7,0,1,8,0,1,0.0,0.19204984262462943,NW
2024-01-08 08:00:00,28.66951178069615,77.05846560380468,38.385013190985774,78.19894385622283,8,0,1,8,0,1,0.5091364243798389,0.16047826827981423,NW
2024-01-08 09:00:00,28.512633037319773,77.32964067003033,71.56392243008301,74.17195195652091,9,0,1,8,0,1,0.03516193733133399,0.15750926638088536,SE
2024-01-08 10:00:00,28.44352537313355,77.2254542669083,55.79291619820688,61.35271945724404,10,0,1,8,0,0,0.0906203230797572,0.1711673344402252,SE
